TF,Target
PGM2,SLC35A3
NLGN4X,SMN1
ERCC-00060,TDRD7
MALT1,FBN1
C4ORF46,MTERF
SLC39A8,ARMC8
TIPIN,PLAU
ABCA1,RND3
STC1,CAP2
NIPSNAP3A,ABCA1
GATM,SMN1
INSIG2,RSPO3
RAD51AP1,PTGR1
HLA-DQB1,KLF10
PRMT6,MTERFD1
FARSB,ZIC3
GNAI1,PIBF1
ERCC-00046,NCAM1
AKAP2,SLC38A9
WNT5A,FBN1
RAVER2,ID2
HAS2,CHEK2
CDC20,ECT2
COL4A1,CCDC82
ZNF138,METTL18
KIF23,CDH11
NCAM1,TFB2M
CELF2,LUM
ZNF670,TTC39B
VASH2,GPR83
DEPDC1B,ZNF516
ERBB4,PLK2
ROR2,PPPDE1
GCA,ERCC-00003
CCKBR,WWP1
GYPB,NAP1L3
NUDT10,CELF2
ARG2,SLC19A2
NCAM1,TTC39B
SORL1,ERCC-00042
FAM69A,GATA6
ZNF670,CHL1
PTGR1,GLDC
HLA-DQB1,ARMCX3
ARHGAP29,GATA6
DNAJB14,LIPG
MPHOSPH9,NDFIP2
CBR1,NXT2
CNKSR3,ESRP1
TMEM64,PMP22
ZNF791,CAP2
BAG3,OXTR
FBN1,ANGPT2
NCAM1,CHL1
CDC23,ATG4C
SORL1,GRPR
FAM188A,CCNA2
GLDC,BCAP29
DNAJB9,PHC1
SEMA6D,MMP16
STC1,LYPLAL1
ST3GAL6,MLF1IP
MTMR6,GATM
RHOBTB3,ZUFSP
ERCC-00111,NDFIP2
CEP70,AKAP2
NIPSNAP3A,PHLDA1
CSTF1,GPSM2
KDR,UTP15
PLAA,CCNE2
HEG1,SH3BGRL
FREM1,FLRT3
APOBEC3G,DCAF6
PHC1,TMEM47
LGALSL,PLP1
LPIN1,HPRT1
WNT5A,ROR2
SIRT1,ANGPT2
CDCA2,FZD5
CRHBP,RLF
COCH,UBE2W
SMN1,FAM69A
UBE2D1,NCAM1
YEATS4,ZNF791
CNKSR3,KDR
VASH2,LRRCC1
ITFG1,BMPER
SPPL2A,LIFR
MBOAT1,NRP2
MCC,PALLD
ITFG1,KLHL12
ERCC-00092,LUM
PLK4,PIBF1
MAP4K3,MID1
WLS,MMP16
ERCC-00009,FAM46A
HSF2,CTSK
MCC,ERCC-00043
ACTC1,KAL1
FAM188A,VAMP7
NUP35,PIP4K2A
SEC24D,GLRX
TTC14,FAM188A
PERP,ATL2
FER,PLK1
MCCC1,CCKBR
ST8SIA4,TTC14
WDR48,PLK1
PALLD,TRUB1
PARPBP,SNX14
HEG1,RNF13
TDRD7,NCAM1
CDK1,PLCB4
SLC19A2,ERCC-00113
ERCC-00025,KIAA1467
ANKRD13C,ZNF521
ORC5,RRM2B
BAG3,KDELR3
ARHGAP29,PPIP5K2
DNAJB9,WWP1
PRTG,GABRB2
DUSP10,KIF18A
ERCC-00076,GATA6
ERCC-00136,ANKRD28
REV3L,KLHL6
STK3,BCL11A
CLDN11,DRAM2
PARPBP,WDR48
CASD1,MME
GDF3,HPRT1
TBPL1,FREM1
MLF1IP,EFNA5
GYPE,ANAPC4
B3GNT2,HBP1
MAGI3,DUSP10
ZFYVE16,MAP4K3
KLHL12,S1PR3
CAP2,PMP22
NID1,GLIPR2
NRP2,BLM
ANKRD28,ALCAM
ITFG1,DRAM2
ERCC-00022,LGR4
GTF2B,TMEM47
EPCAM,NXT2
YEATS4,VWA5A
MCC,CALB1
ERCC-00009,FASTKD3
FBXO5,ELMOD2
NRP2,HLA-DRB1
EFTUD1,LGALSL
LYPLAL1,CD9
RNFT1,VASH2
AMIGO2,SEMA3A
ARL4D,EOMES
CTSK,NFIB
ST6GALNAC3,SPP1
AGL,KRCC1
CCDC82,CDC23
USP31,CTSK
TNFAIP8,SEMA5A
ASUN,STK17B
ELL2,BMPER
ERCC-00145,RFPL2
ELL2,KLHL12
GABPA,CDC7
KIF23,MTERF
ITGA6,GRPEL2
GLRX,ST8SIA4
ERCC-00044,ERCC-00002
KDR,ELOVL2
ST3GAL6,PDCD4
GDAP1,B3GNT5
TMOD1,MAGI3
FEZ1,REV3L
STC1,RFESD
COL5A1,TFPI
CEP70,OTUD6B
TADA1,FAM173B
SLC35A3,FAM188A
PLCB4,B3GNT2
ERCC-00076,PPIP5K2
DNAJB9,ANKRD13C
RGPD2,GABPA
CEP55,ARHGAP29
CA2,STK3
CBR1,DNAJB14
FBXO11,SPP1
EFTUD1,SLC35A3
SPP1,PLAU
HSD17B11,TBC1D23
CEP70,NUDT11
ERBB4,PMAIP1
CENPQ,SFRP1
BMP4,AK4
FZD5,KIF18A
PRPS2,PLXNA2
ERCC-00171,EPHA4
UBE2W,ERCC-00113
PTPRZ1,LUM
RAVER2,PLAA
NT5C3,ST8SIA4
ATL2,DDX20
HTRA1,IFI16
SLC19A2,RNFT1
ERCC-00108,PHLDA1
AXL,NFIB
NRP2,ITGA6
UGGT2,METTL18
B3GNT2,PIBF1
NTS,KIAA1467
SEMA3E,ERCC-00002
HSF2,KIAA1804
FOS,B3GNT5
DDAH1,COCH
CD9,FBXO28
NUDT10,AKAP2
CTSK,HLA-DQB1
NLGN4X,ANKRD6
SH3BGRL,EFTUD1
NLGN4X,LEPREL1
SEMA3A,RLF
KIAA1804,AK4
GTF2H2D,GYPB
NANOG,RRM2B
DDAH1,TADA1
MELK,RNF138
RAD51AP1,STAT1
GABRB2,EPHA4
ITGA6,COLEC12
ERCC-00113,ALCAM
GATM,ANKRD6
SLC18A2,HBP1
GATM,LEPREL1
BUB1B,ERCC-00062
ERCC8,MRE11A
HSD17B11,PRSS35
ARL4A,AMIGO2
ERCC-00025,CYP1B1
PLAU,GLDC
OTX2,OXR1
KLF10,RAVER2
HEG1,ESCO2
KIT,KLHL4
TMX3,NT5C3
RSPO3,RPE
PAM,PMAIP1
TIPIN,EPCAM
PGM2,PRSS23
GATA4,FLRT3
GDF3,CNKSR3
DDAH1,ERCC-00131
NRP2,VIM
ZNF518B,FBXO11
MLLT3,RGS5
PLK2,FAM188A
TMOD1,FASTKD5
STC1,CCDC138
TMEM38B,NT5C3
YPEL5,SEMA5A
FBXO28,PDGFRA
ANKRD13C,MBOAT1
RLF,SPPL2A
RALB,CD200
ERCC-00074,ERCC-00062
NDFIP2,GLRX
ZNF302,MYNN
GLMN,ST8SIA4
FBXO28,ASUN
EPCAM,DNAJB14
SERPINE2,APOBEC3G
MPHOSPH9,ERCC-00108
AXL,HLA-DQB1
CRHBP,ABCA1
RAD51AP1,SERPINE2
ALG11,FAM69A
ANKMY2,LHX1
ERCC-00111,ERCC-00108
BMP4,FZD5
BLM,DKK1
ZNF302,CLDN11
C3ORF14,KIAA0528
LRRCC1,TMEM38B
UBE2W,RNFT1
NRP1,BLM
SLC19A2,TMOD1
WDR41,NDFIP2
PRIM1,GFM1
FBXL5,DECR1
ARMC8,NUDT11
LECT1,MRE11A
TADA1,CCNE2
PPM1H,ERCC-00004
GPSM2,MTMR2
POLR3G,OXTR
DDAH1,TP53INP1
IGDCC4,FAM89A
SEMA5A,MALT1
MYCT1,CBR1
LYPLAL1,TTC14
DLC1,GTF2H2D
CCNE2,ERCC-00004
PPIP5K2,FREM1
FREM1,ST3GAL6
PLOD2,TDP2
FBN1,LRRC40
ODC1,GPSM2
ARG2,GATA4
SLC18A2,PIBF1
CCDC138,NCAM1
COMMD10,GLDC
PRTG,ROR2
NAP1L3,RLF
CRYZL1,GTF2H2D
HDHD2,B3GNT2
LPIN1,KLHL6
CRHBP,PHLDA1
FASTKD1,WDFY1
FAM69A,KLHL24
ARHGAP29,KLHL24
NUDT10,OTUD6B
HLA-DRB1,DYRK2
HBP1,TBC1D23
SIRT1,LRRC40
CYP1B1,FAM54B
SLC46A3,C4ORF46
TRUB1,ERCC-00022
DKK1,IPO11
CYP26A1,PLOD2
NTS,CYP1B1
ZEB1,GATA6
KBTBD2,NUDT11
CDH11,SORL1
PRSS23,GLMN
ID2,DDAH1
BMP4,KRCC1
MAGI3,CENPQ
ERCC-00043,CCKBR
DUSP4,TBPL1
TSPAN12,NCAM1
NDC80,SLC35A3
CELF2,DCAF6
SLC38A9,CCKBR
PLCB4,VPS54
RNF138,CYP26A1
SMN1,SEMA6D
ZNF670,SENP7
CD48,TMEM64
PARPBP,ZNF138
ATL2,NXT2
B4GALT4,HLA-DRB1
SFRP1,KLHL4
TDP2,SLC39A8
POLR3G,KDELR3
CRYZL1,FAM188A
FAM46A,PDGFRA
IL6ST,NID1
NCAM1,SENP7
LIPG,ERCC-00044
KDELR3,CAP2
GTF2H2D,CPE
RSPO3,ZNF670
GDF3,KLHL6
FAM46A,ASUN
HLA-DQB1,CDH11
TRUB1,ACTC1
RFESD,APOBEC3G
KIAA1804,KRCC1
PNPLA8,ZNF302
CD9,HSF2
KLF10,PLK4
CA2,KIF18A
MLF1IP,NRP2
STC1,FAM54B
GLRX,DYRK2
HSD17B11,KAL1
NFIB,LGALSL
DOCK7,ZNF268
SIRT1,RSPO3
UBE2W,TMOD1
SPP1,KIF15
ERCC-00004,PCDH7
USP44,CDC7
BAG3,ELL2
ERCC-00076,KLHL24
ZNF268,GCA
AGL,GATM
GDF3,ARG2
RFESD,UBE2D1
ERCC-00092,DCAF6
GTF2H2D,MRS2
ZEB1,PPIP5K2
TMCC1,ITGA5
ZNF516,SYNC
ZNF302,PRKRIR
MPHOSPH9,ARL4A
DNA2,PDLIM3
TBC1D23,SPP1
CLGN,RALB
ARFGAP3,NT5C3
SENP7,ZEB1
MTERFD1,RSPO3
SPP1,EPCAM
MRE11A,GYPA
ERCC-00111,ARL4A
ARHGAP28,INSIG2
DUSP10,CASD1
GRPR,ST8SIA4
STK3,SPP1
C5ORF22,MAP4K3
PROM1,ERCC-00092
FAM69A,ST3GAL6
NT5C3,DYRK2
EFTUD1,PRSS23
B4GALT4,ITGA6
ARHGAP29,ST3GAL6
NFIB,SLC35A3
MALT1,ERCC-00074
SEMA3A,ABCA1
CD48,ZNF268
CENPQ,DOCK7
C3ORF58,ZNF521
ARFGAP3,ALPK2
VWA5A,PLAU
GATM,FER
PARPBP,CEP70
NRP2,STK17B
ACTC1,FBXO5
WNT5A,ERCC-00074
FASTKD1,GYPE
RPL17-C18ORF32,TMEM38B
ANAPC4,SIRT1
USP53,DECR1
EOMES,BCL11A
CCNA2,FBXO11
ELL2,NDFIP2
NXT2,PIK3R5
RMI1,FAM69A
COL5A1,COCH
FAM135A,NCAM1
MOSPD1,PROM1
CAP2,B4GALT4
ERCC-00131,DUSP10
CCDC81,HDHD2
COL5A1,TADA1
B4GALT4,VIM
RNF138,PRSS35
GPR83,TOM1L1
DEPDC1B,PHC1
SEMA3A,PHLDA1
CENPC1,CCDC81
KAT7,PRMT6
CALB1,NRP1
LGALSL,SLC18A2
CNTRL,GFM1
CLDN11,WDR35
SH3BGRL,PLXNA2
ARHGAP28,ZEB2
STK38L,EPHA4
METTL18,CPE
BNIP3,YEATS4
ZFYVE16,KIF4A
EOMES,CAMK2D
PRSS23,NUP35
PHLDA1,SLC39A8
COL5A1,ERCC-00131
ZNF302,TFB2M
SNX14,RAD51AP1
PDE3B,SMN1
MYCT1,FARSB
ERCC-00076,ST3GAL6
GLDC,CLK1
LIFR,TMCC1
TMOD1,COL5A1
CYP26A1,CD48
TTC14,SLCO2A1
EPHA4,TMCC1
SEMA6D,CRYZL1
DNA2,BMP4
DUSP4,PRPS2
DKK4,INSIG2
HDHD2,VPS54
PMP22,ERCC-00046
ZNF302,TTC39B
HIBCH,DNA2
CNKSR3,GRPEL2
ZNF521,ZDHHC21
HSF2,DUSP4
GLDC,DECR1
APLNR,PDE3B
ERCC-00171,BAG3
LPGAT1,PDE3B
SFRP1,LGR5
ERCC-00096,DLC1
ZNF302,CHL1
BTBD10,BMP4
RAVER2,RGPD2
SLC46A3,ITFG1
METTL18,MRS2
ERCC-00108,MAP4K3
ZNF791,CRHBP
RSPO3,RMI1
NAP1L3,ABCA1
DEPDC1B,WWP1
VWA5A,MTMR6
HBP1,KAL1
MFAP4,PRIM1
ESCO2,ASNS
WDR41,ERCC-00108
ARG2,NUP35
LGR5,REV3L
KIT,PIK3R5
MYOCD,RALB
FAM69A,B3GNT5
DRAM2,FAM69A
PROM1,SORL1
ZNF138,SMN1
CEP55,METTL18
GABRB2,BAG3
HPRT1,PPPDE1
SEMA3E,ATG4C
SNX14,LIPG
REV3L,CD200
PDE3B,TMEM47
BLM,TRUB1
ERCC-00130,MAN1A1
CDK6,MALT1
S1PR3,PROM1
COL5A1,TP53INP1
MTERF,SERHL2
ERCC-00145,TMEM38B
DUSP4,ANKRD28
MOSPD1,APLNR
MANEA,GLDC
TIPIN,CD48
LGR4,CNTRL
CDK6,ENC1
LGALSL,COBLL1
PRKRIR,ASH2L
FAM54B,GYPB
ALG11,SEMA6D
USP31,DUSP4
ERCC-00171,FAM46A
PRICKLE1,NIPSNAP3A
NAP1L3,PHLDA1
CDH11,ZEB1
EXO1,HLA-DRB1
SLCO2A1,GDF3
KRCC1,C12ORF23
SLC35A3,SLCO2A1
OXTR,APOBEC3G
CNKSR3,COLEC12
BTBD10,COL1A2
HAS2,CELF2
HAND1,CNTRL
CTSK,ERCC-00112
CD9,ERCC-00009
ROR2,FASTKD1
TRUB1,RFPL2
RNFT1,C11ORF82
KIAA0528,ERCC-00130
WDR35,DUSP10
ZBTB11,ERCC-00171
CLGN,MELK
ZBTB11,LPGAT1
DEPDC1B,ANKRD13C
MBOAT1,WNT5A
OXTR,ERCC-00060
MRS2,SERHL2
GABRB2,FAM46A
NRP1,STK17B
ASUN,KDR
PRDM1,ZNF791
SEC24D,CLGN
RLF,PDE3B
ITGA5,ATL2
GPSM2,PRTG
DKK4,NODAL
FBXO5,TMEM47
KRCC1,BNIP3
CHL1,DTL
PRSS35,FAM69A
HLA-DRB1,SH3BGRL2
RAVER2,PTGR1
CYP26A1,CHEK2
PDCD4,CYP26A1
ZEB1,KLHL24
GYPE,ERCC-00112
KIAA1804,GATM
CASD1,CELF2
ARL4D,ELMOD2
RALB,YPEL5
CTSK,COQ3
KAT7,SLC46A3
VWA5A,KIF15
PCDH7,PDGFRA
EXO1,ITGA6
AXL,ERCC-00112
RFPL2,DTL
CRHBP,MAP4K3
INSIG2,SLC39A8
HTRA1,DCUN1D4
S1PR3,APLNR
PCDH7,ASUN
ERCC-00009,ERBB4
GRPR,DYRK2
B3GNT5,METTL18
POLR3G,ELL2
GABRB2,FASTKD3
BNIP3,DKK1
MCC,ZBTB11
ID2,SNX14
KIF15,GYPA
FER,CENPC1
PLK2,SLCO2A1
TMCC1,HPRT1
WDR48,CENPC1
PLOD2,ZFYVE16
WDR41,ARL4A
GCA,RNF13
FER,PELI2
VWA5A,EPCAM
MTERF,STC1
PRDM1,VWA5A
MMP16,ZIC3
WDR48,PELI2
NFIB,PRSS23
PLAA,SPP1
COL5A2,PLK1
CENPC1,DDX20
MYNN,NID1
ZNF521,WDR35
COBLL1,ALG11
ID2,WDR48
ERCC-00096,AGL
KAL1,ESCO2
EXO1,VIM
ARL4A,PRMT6
CCKBR,ACOX3
GYPE,COQ3
ORC5,TOM1L1
MAN1A1,BAG3
TNFRSF11B,RGS5
BMPER,APOBEC3G
ERCC-00131,CENPQ
ARHGAP28,NUDT10
MLLT3,ALG6
CEP70,ALCAM
MLF1IP,WDR41
KIAA0528,ERCC-00025
CA2,CASD1
CCDC82,ZNF280B
DECR1,SLC35A3
AK4,CDC23
AXL,COQ3
ZNF268,C3ORF14
FAM89A,ERCC-00076
SLC19A2,MANEA
CDC20,TMX3
MTMR6,ERCC-00096
FAM54B,CPE
GNG11,LTN1
BCAP29,RNF13
MCC,ERCC-00095
ZFYVE16,TFPI
MYOCD,MELK
WWP1,REV3L
MRS2,STC1
FARSB,MLLT3
TTC39B,CBR1
DUSP11,ARFGAP3
ZEB1,ST3GAL6
TMEM64,ZNF302
CSTF1,EFNA5
B3GNT5,ELMOD2
HAS2,FASTKD3
ITGA5,TRDN
FBXO28,SEMA3A
TFPI,SMN1
PALLD,TBC1D23
RMI1,SEMA6D
TIPIN,MME
SEMA6D,PLK1
PPPDE1,NT5C3
PLK1,GFM1
TBX3,SEMA3E
PDCD4,PRSS35
CALB1,DKK4
RND3,OXTR
FAM54B,MRS2
PENK,GYPB
LPIN1,CD200
ZNF138,ANKRD6
ZNF138,LEPREL1
DNAJB9,CER1
LGALSL,SKA3
ECT2,CDC23
DNAJB9,ACOX3
NRP2,KIF23
RNF138,HAPLN1
CLDN11,GDAP1
PLCB4,MTERFD1
ANAPC4,GPSM2
KAT7,NAP1L3
ANGPT2,GATM
HBP1,TIPIN
NID1,OXR1
PROM1,ZEB1
UGGT2,TMEM47
CNTRL,ERCC-00002
ITFG1,GDAP1
ZNF516,KBTBD2
WLS,PLK1
TMOD1,RND3
DKK4,NUDT10
GDAP1,UBE2W
CDCA2,ERCC-00113
FAM117B,SH3BGRL
NUDT11,ZDHHC21
FBXO3,IPO8
GLDC,MCC
NDFIP2,CLGN
TRDN,FAM69A
SFRP2,NFIB
CALB1,CLDN11
COQ3,IPO11
C5ORF22,KIF4A
NUP35,MBOAT1
TP53INP1,NLGN4X
UBE2W,MANEA
YEATS4,C4ORF46
MLLT3,PRIM1
PDLIM3,ANGPT2
STK38L,BAG3
KIAA1324L,BMP2
LRRC40,PROM1
FARSB,PHC1
MALT1,KLHL4
RND3,KDELR3
CASD1,AKAP2
CAP2,ZNF302
ERCC-00042,CDC23
RPE,CER1
ELL2,ARL4A
WDR35,CENPQ
KLHL6,PDGFRA
WNT5A,KLHL4
DRAM2,SEMA6D
HIBCH,KIAA1467
PHLDA1,KIF18A
PMAIP1,TRUB1
PIBF1,KDELR3
FOS,UBE2W
KLHL6,ASUN
FREM1,FBXO11
MFAP4,KIAA1467
ARL4D,KLHL28
SEC24D,ARHGAP28
ZNF302,SENP7
CENPC1,NXT2
ERCC-00112,GTF2B
TDP2,RPE
RAVER2,STAT1
FAM46A,SEMA3A
SPPL2A,APOBEC3G
HDHD2,COL5A2
PRPS2,HTRA1
AMIGO2,MAP4K3
ERCC-00002,TBPL1
TNFAIP8,PENK
KDELR3,CRHBP
TOM1L1,ORC5
USP31,STK17B
OXR1,PLP1
MCC,FASTKD1
NUDT10,ALCAM
RGPD2,SLC6A15
DNA2,ERCC-00060
SFRP2,HLA-DQB1
FARSB,WWP1
ASNS,SH3BGRL
GRPEL2,MLF1IP
ALG6,PDCD4
STK38L,FAM46A
SPPL2A,ERCC-00060
DDX20,ERCC-00111
MTMR6,CTSK
ANAPC4,TMCC1
DNAJB14,LPIN1
ST6GALNAC3,BMP2
ZNF268,ARL4D
PARPBP,ANXA3
CTSK,ITFG1
DCAF6,CD9
VIM,DNAJB14
ZNF518B,INSIG2
PRMT6,MOSPD1
CDCA2,RNFT1
SYNC,CCNA2
HBP1,FBXO5
ERCC-00004,MTMR2
SENP7,UBE2D1
GPSM2,USP44
DNA2,TSPAN12
RFESD,ERCC-00004
NUDT11,ASNS
LIFR,PAM
LIFR,CEP55
MRS2,MTERF
NRP2,KDR
EPHA4,PAM
EPHA4,CEP55
PENK,CPE
BTBD10,TSPAN12
SPP1,HBP1
SORL1,LGR5
LRRC40,APLNR
MELK,SERHL2
C3ORF14,TBX3
MYCT1,PDGFRA
DNA2,DEPDC1B
FASTKD3,GCA
FBXO11,BMP2
HDHD2,MTERFD1
COL1A2,MTMR2
TTC39B,FARSB
SPP1,MME
NTS,MAN1A1
MYCT1,ASUN
TMX3,CCDC81
TADA1,SPP1
TMCC1,KLHL6
ID2,ZNF138
COQ3,GLDC
HMMR,ZNF521
PRMT6,KDELR3
HSF2,HAND1
CASD1,OTUD6B
ARL4A,GABPA
OTUD6B,CCKBR
PRIM1,ATG4C
BMP2,PLP1
FARSB,ANKRD13C
ERCC-00062,METTL18
GLMN,SLC19A2
SMN1,DNAJB9
MBOAT1,BCAP29
ARMCX3,MAP4K3
PENK,MRS2
DTL,UBE2W
PALLD,KAL1
ZNF518B,ZEB2
COLEC12,HEG1
ALCAM,ERCC-00076
CASD1,NUDT11
HMMR,USP31
ANKRD28,ASH2L
FAM69A,FBXO11
ARHGAP29,FBXO11
ERCC-00096,GLRX
SMN1,DERA
CALB1,IL6ST
TFPI,ANKRD6
TFPI,LEPREL1
PIP4K2A,ZIC3
HIBCH,CYP1B1
MALT1,LGR5
GFM1,ERCC-00002
FAM117B,ESCO2
B3GNT2,NUDT11
YPEL5,PENK
MFAP4,CYP1B1
FBXL5,FAM173B
TDP2,ZNF670
CDCA2,TMOD1
PRSS23,SLC38A9
ALG6,C11ORF82
CENPC1,DNAJB14
NIPSNAP3A,TFPI
MAP4K3,CCDC82
INSIG2,KIF18A
DCUN1D4,DYRK2
WLS,COBLL1
B4GALT4,KIF23
YEATS4,ITFG1
LPGAT1,COMMD10
ELMOD2,ZUFSP
EFNA5,SORL1
USP44,OXTR
PHC1,BTBD10
MTMR6,KIAA1804
ZNF518B,NODAL
CDK1,MTERFD1
DERA,ASNS
SLC19A2,NANOG
CALB1,TFB2M
CSTF1,NRP2
ERCC-00002,PRPS2
CSTF1,GCA
TFB2M,ZDHHC21
KRCC1,ERCC-00003
LRIG3,OXR1
GPR83,SLCO2A1
ZFYVE16,COCH
RND3,NCAPG
GABPA,NCAPG
NDFIP2,ARHGAP28
SKA3,CDC20
KIAA1324L,NODAL
ERCC-00076,FBXO11
MELK,STC1
ROR2,MPHOSPH9
ZFYVE16,TADA1
SIRT1,SLC39A8
PRDM1,TDRD7
ESRP1,ELOVL2
ASS1,RALB
SEMA5A,FAM188A
CLGN,HIBCH
CDC7,SYNC
PDCD4,HAPLN1
PRKRIR,ITGA5
C5ORF22,WLS
C1ORF112,RNF13
DNAJB9,VASH2
BTBD10,ARG2
PLK1,ERCC-00002
ASNS,ESCO2
GTF2H2D,CDC7
VASH2,CDK1
HLA-DRB1,GATA4
DCAF6,TTC14
CDH11,UBE2D1
ZFYVE16,ERCC-00131
UBE2D1,STK38L
FASTKD1,GATA6
ERCC-00113,ASH2L
MTERFD1,SLC39A8
DNA2,AXL
SLC6A15,ANKRD28
CEP55,SMN1
GTF2B,BTBD10
PTGR1,HEG1
ERCC-00002,ANKRD28
ZNF670,PALLD
PDLIM3,LRRC40
NRP1,KDR
BTBD10,AXL
CDCA2,IGDCC4
UTP15,ERCC-00076
LIFR,EFNA5
NCAM1,PALLD
SLC18A2,NUDT11
PRTG,KLHL4
EPHA4,EFNA5
IL6ST,FBN1
ZNF791,NDC80
ST6GALNAC3,NODAL
NCAM1,ERCC-00043
CCNA2,INSIG2
FZD5,RLF
MYCT1,KIT
UBE2W,NANOG
ZNF516,SFRP1
B4GALT4,ESRP1
ARFGAP3,CCDC81
ENC1,CDC23
MLF1IP,ODC1
GLIPR2,CD9
FBXL5,CCNE2
CD48,GTF2H2D
PLOD2,DOCK7
GLRX,GATA4
RND3,ELL2
ELOVL2,ARMC8
BUB1B,SEMA5A
PHLDA1,ZNF670
GPC3,WDFY1
SLCO2A1,MRE11A
CNTRL,ATG4C
TTK,ERCC-00062
ASUN,COLEC12
MME,TRDN
FBXO11,NODAL
USP53,FAM173B
TMX3,DDX20
ARL4D,TMEM47
SH3BGRL2,RHOBTB3
WNT5A,PIK3R5
GDAP1,ERCC-00046
RNFT1,UGGT2
PIBF1,ELL2
ZNF670,CALB1
ACOX3,IPO11
TDP2,RMI1
KIAA1467,MYNN
ERCC-00108,TFPI
ERBB4,TDRD7
NCAM1,CALB1
FBN1,STK3
SH3BGRL,HTRA1
MORC3,MFAP4
LIPG,METTL18
CCNA2,ZEB2
KLHL28,SEMA3E
RLF,PROM1
NT5C3,GATA4
ALG11,DNAJB9
ZNF518B,NUDT10
CDH11,GABRB2
VWA5A,HBP1
SIRT1,STK3
GYPB,GYPA
ANXA3,CCNE2
GPSM2,GLIPR2
KLHL4,CDK6
MYOCD,HIBCH
METTL18,CDC7
ELOVL2,EFTUD1
APOBEC3G,ZIC3
PRICKLE1,TMX3
STK17B,TMEM64
ST3GAL6,IPO8
TFPI,FER
DDX20,C3ORF58
VWA5A,MME
CDC20,ZNF518B
FOS,ERCC-00046
GABRB2,ERBB4
KIAA1324L,NUDT10
ERCC-00131,SIRT1
TFB2M,WDR35
ZIC3,TOM1L1
GDF3,YPEL5
GLDC,FAM173B
CLDN11,PTPRZ1
DEPDC1B,CER1
DEPDC1B,ACOX3
GYPA,MLF1IP
ERCC-00171,SEC24D
CYP26A1,CELF2
BLM,TBC1D23
CCNA2,NODAL
GRPEL2,HAS2
NODAL,ZNF268
MELK,MTERF
SERHL2,CCKBR
EXO1,KIF23
FBXO3,UTP15
PPM1H,FREM1
BCL11A,EFTUD1
CCNE2,FREM1
BMPER,ERCC-00004
FASTKD3,C3ORF14
FASTKD3,WDR41
SLC39A8,MMP16
AMIGO2,KIF4A
ASS1,MELK
ZNF567,CCKBR
B3GNT5,TMEM47
LIPG,ELMOD2
EFNA5,ZEB1
GABRB2,SEC24D
TMEM47,ZIC3
DCAF6,TNFRSF11B
PLP1,ZNF567
MAP4K3,CCDC138
PMP22,SYNC
HBP1,PGM2
IPO11,NT5C3
GPC3,GYPE
ERCC-00046,C5ORF22
SFRP2,ERCC-00112
ANKRD13C,SH3BGRL
FAM173B,ECT2
STK17B,ZNF268
KIF4A,PDCD4
RSPO3,PHLDA1
RLF,APLNR
HLA-DQB1,TNFAIP8
VASH2,ZNF268
MLF1IP,BCAP29
COL5A2,CENPC1
C4ORF46,CBR1
CRHBP,TFPI
WDFY1,SORL1
PGM2,TBPL1
USP53,CCNE2
USP44,NCAPG
ACOX3,GLDC
TBX3,NCAM1
PLAU,HEG1
ZEB1,FBXO11
SMN1,LHX1
COL5A2,PELI2
AK4,ZNF280B
HAS2,ERBB4
INSIG2,ZNF670
CLDN11,RNF138
CALB1,POLR3G
TIPIN,CELF2
ODC1,GCA
C3ORF14,AK4
ERCC-00060,MLF1IP
ANAPC4,PAM
ANAPC4,CEP55
ITFG1,RNF138
ZBTB11,FASTKD5
KIAA1467,PRKRIR
OXR1,SLC18A2
SKA3,FEZ1
ERCC-00136,PLK2
ST8SIA4,YEATS4
GLIPR2,TTC14
CEP55,ANKRD6
CEP55,LEPREL1
PARPBP,FBXO3
DCUN1D4,SH3BGRL2
C12ORF23,MAP4K3
ST8SIA1,DKK1
CDK6,FAM188A
DTL,ERCC-00046
TRIM36,DYRK2
TMX3,NXT2
NIPSNAP3A,TADA1
PPM1H,TNFRSF11B
BMP4,IGDCC4
SFRP2,COQ3
CCNE2,TNFRSF11B
PRKRIR,HPRT1
MTMR6,DUSP4
ARFGAP3,DDX20
PALLD,FBXO5
PTGR1,BMPER
PARPBP,DCAF6
CCDC138,STK38L
FLRT3,C5ORF22
KLHL6,SEMA3A
PTGR1,KLHL12
GFM1,ATG4C
TNFAIP8,MID1
TMEM38B,NXT2
MAP4K3,PRICKLE1
FBXO3,ELOVL2
EXO1,ESRP1
ARMCX3,KIF4A
CSTF1,C3ORF14
SEMA6D,CENPC1
ECT2,ZNF280B
CSTF1,WDR41
GCA,OTX2
COL4A1,PRDM1
C5ORF22,COCH
DYRK2,S1PR3
RMI1,DNAJB9
SEMA6D,PELI2
GLRX,NUP35
MAN1A1,GFM1
CER1,EOMES
RAD51AP1,HLA-DQB1
GATA6,ZDHHC21
HDHD2,HSD17B11
FBN1,KIF18A
NRP2,GRPEL2
LIFR,NRP2
PNPLA8,SIRT1
RMI1,DERA
COMMD10,HEG1
ERCC-00112,NRP1
CALB1,SENP7
PRDM1,C4ORF46
FASTKD1,KLHL24
EPHA4,NRP2
AGL,KIAA1804
ELL2,RNF138
USP44,ELL2
TP53INP1,DNA2
WLS,CENPC1
BMP2,SLC18A2
ZNF670,MAGI3
CYP26A1,FASTKD3
